source,target,Edge Type,source_genre,source_year,target_genre,target_year
11010,15605,InStyleOf,Doom Metal,2017,,
11010,5687,InStyleOf,Doom Metal,2017,Indie Folk,2010
11014,16274,CoverOf,Indie Folk,2017,Indie Folk,2013
11018,15658,DirectlySamples,Indie Folk,2020,Synthwave,2016
11022,7531,LyricalReferenceTo,Southern Gothic Rock,2002,Southern Gothic Rock,1992
11029,7278,CoverOf,Synthwave,2029,Synthwave,2022
11029,8888,InStyleOf,Synthwave,2029,Indie Rock,2010
11029,6896,InterpolatesFrom,Synthwave,2029,Doom Metal,2013
11037,4849,LyricalReferenceTo,Psychedelic Rock,2014,,
11050,10358,LyricalReferenceTo,Doom Metal,2010,,
11056,4728,DirectlySamples,,,,
11056,7116,DirectlySamples,,,Doom Metal,2007
11061,13179,InStyleOf,Indie Rock,2020,Dream Pop,2016
11072,10736,DirectlySamples,,,Space Rock,2023
11074,15959,InStyleOf,,,,
11078,6061,InStyleOf,,,Southern Gothic Rock,2010
11078,12163,InterpolatesFrom,,,Indie Pop,1997
11078,3350,InStyleOf,,,Southern Gothic Rock,1992
11078,8273,InterpolatesFrom,,,Southern Gothic Rock,2000
11080,14800,InStyleOf,Synthpop,2023,Dream Pop,1996
11085,382,InterpolatesFrom,,,Dream Pop,2027
11091,12058,InStyleOf,Darkwave,1993,,
11093,15928,InStyleOf,Dream Pop,2012,Alternative Rock,2001
11104,10593,LyricalReferenceTo,Indie Folk,2027,,
11104,10464,InStyleOf,Indie Folk,2027,Synthwave,2007
11104,6008,LyricalReferenceTo,Indie Folk,2027,Indie Rock,2017
11104,2859,InterpolatesFrom,Indie Folk,2027,Darkwave,2020
11109,4618,InStyleOf,Emo/Pop Punk,2012,,
11109,10090,InStyleOf,Emo/Pop Punk,2012,Southern Gothic Rock,1998
11109,8891,InStyleOf,Emo/Pop Punk,2012,Southern Gothic Rock,2009
11109,2068,LyricalReferenceTo,Emo/Pop Punk,2012,Southern Gothic Rock,1996
11109,5110,LyricalReferenceTo,Emo/Pop Punk,2012,Indie Pop,1991
11111,5473,CoverOf,,,Alternative Rock,2020
11116,6006,InStyleOf,Indie Folk,2010,Doom Metal,2004
11117,12367,CoverOf,Synthwave,2017,Indie Folk,2007
11125,2510,DirectlySamples,,,Dream Pop,1981
11130,16276,LyricalReferenceTo,Space Rock,2027,Oceanus Folk,2020
11130,15542,DirectlySamples,Space Rock,2027,Americana,2020
11130,15469,InterpolatesFrom,Space Rock,2027,Synthwave,2017
11130,4288,CoverOf,Space Rock,2027,Desert Rock,2017
11130,2153,InterpolatesFrom,Space Rock,2027,,
11130,13721,CoverOf,Space Rock,2027,,
11130,533,CoverOf,Space Rock,2027,,
11130,2899,InterpolatesFrom,Space Rock,2027,,
11130,3501,DirectlySamples,Space Rock,2027,Oceanus Folk,2007
11130,9810,LyricalReferenceTo,Space Rock,2027,Americana,2020
11130,14969,InterpolatesFrom,Space Rock,2027,,
11130,8593,CoverOf,Space Rock,2027,Doom Metal,2007
11130,15048,InterpolatesFrom,Space Rock,2027,Desert Rock,2023
11136,9871,InterpolatesFrom,Darkwave,2026,,
11136,3508,CoverOf,Darkwave,2026,,
11146,1841,DirectlySamples,Synthpop,2020,Indie Folk,2010
11156,1884,LyricalReferenceTo,Doom Metal,2023,,
11159,15894,InStyleOf,Emo/Pop Punk,2023,Indie Pop,2014
11159,9061,CoverOf,Emo/Pop Punk,2023,Southern Gothic Rock,2019
11159,14510,InterpolatesFrom,Emo/Pop Punk,2023,,
11159,10503,CoverOf,Emo/Pop Punk,2023,Southern Gothic Rock,2013
11159,11354,LyricalReferenceTo,Emo/Pop Punk,2023,Jazz Surf Rock,2013
11161,5887,InStyleOf,Indie Folk,2000,Doom Metal,1997
11166,7763,LyricalReferenceTo,,,Jazz Surf Rock,2027
11166,4306,InterpolatesFrom,,,Dream Pop,2020
11166,13055,InterpolatesFrom,,,,
11174,11984,LyricalReferenceTo,Southern Gothic Rock,2016,Blues Rock,1991
11174,6193,CoverOf,Southern Gothic Rock,2016,Southern Gothic Rock,2008
11175,6301,CoverOf,,,,
11184,12043,LyricalReferenceTo,Dream Pop,2028,Dream Pop,2023
11184,10342,CoverOf,Dream Pop,2028,Dream Pop,2017
11187,5854,InterpolatesFrom,Doom Metal,2020,Indie Folk,2017
11187,4604,InStyleOf,Doom Metal,2020,,
11191,12678,DirectlySamples,,,Synthwave,2013
11200,7691,InStyleOf,Dream Pop,2029,Dream Pop,2021
11200,438,CoverOf,Dream Pop,2029,Dream Pop,2010
11200,912,CoverOf,Dream Pop,2029,Indie Folk,2017
11200,11097,InStyleOf,Dream Pop,2029,Darkwave,2019
11206,13781,LyricalReferenceTo,Indie Rock,2026,Synthwave,2027
11206,10815,InStyleOf,Indie Rock,2026,Indie Rock,2025
11206,7278,InterpolatesFrom,Indie Rock,2026,Synthwave,2022
11206,15674,CoverOf,Indie Rock,2026,Indie Rock,2027
11213,802,InterpolatesFrom,,,,
11225,10342,CoverOf,Synthwave,2024,Dream Pop,2017
11225,12043,InStyleOf,Synthwave,2024,Dream Pop,2023
11225,10747,DirectlySamples,Synthwave,2024,Dream Pop,2019
11225,8245,CoverOf,Synthwave,2024,,
11227,1544,CoverOf,Indie Pop,2013,Southern Gothic Rock,2007
11227,5051,DirectlySamples,Indie Pop,2013,Emo/Pop Punk,1997
11230,8516,DirectlySamples,Psychedelic Rock,2020,Psychedelic Rock,2017
11236,13628,LyricalReferenceTo,Alternative Rock,2028,Speed Metal,2020
11236,7574,CoverOf,Alternative Rock,2028,Speed Metal,1989
11236,26,InterpolatesFrom,Alternative Rock,2028,Speed Metal,2022
11236,4932,DirectlySamples,Alternative Rock,2028,,
11236,15047,InterpolatesFrom,Alternative Rock,2028,Southern Gothic Rock,1986
11236,4870,InterpolatesFrom,Alternative Rock,2028,,
11240,6245,InterpolatesFrom,Emo/Pop Punk,2004,Emo/Pop Punk,1989
11240,10515,InStyleOf,Emo/Pop Punk,2004,Indie Pop,1992
11244,12793,InterpolatesFrom,Alternative Rock,2007,Avant-Garde Folk,2004
11244,4357,InStyleOf,Alternative Rock,2007,,
11244,880,InterpolatesFrom,Alternative Rock,2007,,
11244,7325,LyricalReferenceTo,Alternative Rock,2007,Emo/Pop Punk,2004
11246,14157,LyricalReferenceTo,Southern Gothic Rock,2007,Blues Rock,1987
11249,12611,LyricalReferenceTo,Indie Rock,2026,Indie Rock,2021
11249,5660,CoverOf,Indie Rock,2026,Indie Rock,1997
11249,9808,InStyleOf,Indie Rock,2026,Indie Rock,2018
11249,11941,CoverOf,Indie Rock,2026,Indie Rock,2024
11251,14118,CoverOf,Indie Folk,2020,Indie Folk,2017
11254,15622,LyricalReferenceTo,Indie Folk,2017,Doom Metal,1997
11259,15089,InStyleOf,,,Synthwave,1999
11262,7116,CoverOf,,,Doom Metal,2007
11262,10673,InStyleOf,,,Doom Metal,2013
11262,7886,InStyleOf,,,,
11263,7897,InterpolatesFrom,,,Post-Apocalyptic Folk,2014
11263,16432,DirectlySamples,,,,
11263,13302,CoverOf,,,Indie Rock,2020
11263,10673,DirectlySamples,,,Doom Metal,2013
11263,4046,CoverOf,,,,
11269,13965,DirectlySamples,Indie Folk,2016,Oceanus Folk,2007
11275,9716,InterpolatesFrom,,,Americana,1991
11275,1845,LyricalReferenceTo,,,Synthpop,2010
11280,7278,DirectlySamples,Darkwave,2023,Synthwave,2022
11280,16367,InStyleOf,Darkwave,2023,Darkwave,2020
11292,3286,InStyleOf,Alternative Rock,2011,Alternative Rock,2001
11294,16182,InterpolatesFrom,Blues Rock,2027,Southern Gothic Rock,1997
11294,12273,InStyleOf,Blues Rock,2027,,
11298,11368,CoverOf,,,Southern Gothic Rock,2004
11299,12793,InStyleOf,Avant-Garde Folk,2009,Avant-Garde Folk,2004
11299,4357,LyricalReferenceTo,Avant-Garde Folk,2009,,
11299,11273,InterpolatesFrom,Avant-Garde Folk,2009,Blues Rock,2004
11300,4362,DirectlySamples,,,Synthwave,2013
11300,1841,InStyleOf,,,Indie Folk,2010
11303,15290,InterpolatesFrom,Dream Pop,1991,Dream Pop,1991
11309,14965,InterpolatesFrom,,,Doom Metal,2010
11319,1244,CoverOf,,,,
11319,4006,InStyleOf,,,Indie Rock,2007
11322,8373,InterpolatesFrom,Alternative Rock,2027,Indie Folk,2020
11322,15622,InStyleOf,Alternative Rock,2027,Doom Metal,1997
11322,13107,InStyleOf,Alternative Rock,2027,Americana,2020
11322,15198,InStyleOf,Alternative Rock,2027,Dream Pop,2013
11327,6315,InStyleOf,Lo-Fi Electronica,1998,Emo/Pop Punk,1987
11329,3025,InStyleOf,Space Rock,2025,Oceanus Folk,2017
11331,11522,InStyleOf,,,,
11331,9995,InStyleOf,,,Dream Pop,2018
11331,11569,InStyleOf,,,Indie Rock,2008
11331,6229,InStyleOf,,,,
11331,10281,LyricalReferenceTo,,,Synthwave,2016
11331,9335,LyricalReferenceTo,,,Indie Rock,2016
11342,1748,InterpolatesFrom,,,Dream Pop,2023
11351,8173,InStyleOf,Indie Folk,1997,Dream Pop,1985
11352,7671,LyricalReferenceTo,,,Alternative Rock,1983
11354,2034,LyricalReferenceTo,Jazz Surf Rock,2013,,
11354,9559,InterpolatesFrom,Jazz Surf Rock,2013,Jazz Surf Rock,2004
11357,13421,LyricalReferenceTo,Alternative Rock,2026,Dream Pop,1994
11357,7100,InStyleOf,Alternative Rock,2026,Alternative Rock,2012
11357,2510,DirectlySamples,Alternative Rock,2026,Dream Pop,1981
11357,4602,CoverOf,Alternative Rock,2026,,
11359,11813,InStyleOf,Alternative Rock,2014,Alternative Rock,2006
11363,16517,LyricalReferenceTo,Blues Rock,2010,Southern Gothic Rock,1986
11363,9647,DirectlySamples,Blues Rock,2010,Southern Gothic Rock,2006
11363,13046,LyricalReferenceTo,Blues Rock,2010,Southern Gothic Rock,1999
11363,6946,InStyleOf,Blues Rock,2010,Blues Rock,1992
11363,7157,InStyleOf,Blues Rock,2010,Southern Gothic Rock,1997
11363,15715,InterpolatesFrom,Blues Rock,2010,Southern Gothic Rock,1993
11365,12382,InStyleOf,Southern Gothic Rock,2016,Alternative Rock,2011
11365,15388,InterpolatesFrom,Southern Gothic Rock,2016,Avant-Garde Folk,2015
11365,3596,InterpolatesFrom,Southern Gothic Rock,2016,Avant-Garde Folk,2015
11368,9772,InStyleOf,Southern Gothic Rock,2004,Indie Pop,1997
11369,3562,LyricalReferenceTo,Jazz Surf Rock,2022,Dream Pop,2010
11371,15735,InStyleOf,Space Rock,2027,Dream Pop,2023
11371,16445,LyricalReferenceTo,Space Rock,2027,,
11371,6423,LyricalReferenceTo,Space Rock,2027,Indie Folk,2013
11381,15488,LyricalReferenceTo,Americana,2020,Americana,2004
11381,3663,InStyleOf,Americana,2020,,
11385,11127,DirectlySamples,Dream Pop,2024,Psychedelic Rock,2016
11385,445,InStyleOf,Dream Pop,2024,,
11385,9360,DirectlySamples,Dream Pop,2024,,
11393,1723,InStyleOf,Americana,2025,Dream Pop,2020
11393,6915,InterpolatesFrom,Americana,2025,Symphonic Metal,2014
11395,10499,InStyleOf,Darkwave,2029,Synthwave,2017
11404,7005,InStyleOf,Emo/Pop Punk,2000,Emo/Pop Punk,2003
11405,3252,LyricalReferenceTo,Psychedelic Rock,2020,Psychedelic Rock,2015
11413,1533,CoverOf,,,Alternative Rock,1999
11413,15734,DirectlySamples,,,Alternative Rock,1997
11415,9702,InterpolatesFrom,Darkwave,2026,Synthwave,2013
11415,8640,LyricalReferenceTo,Darkwave,2026,Post-Apocalyptic Folk,2026
11420,15198,InStyleOf,Synthwave,2030,Dream Pop,2013
11423,10694,InStyleOf,Psychedelic Rock,2023,Psychedelic Rock,2004
11424,6006,LyricalReferenceTo,,,Doom Metal,2004
11429,438,InStyleOf,Dream Pop,2027,Dream Pop,2010
11438,15332,LyricalReferenceTo,Indie Pop,2022,Indie Pop,2013
11439,9827,InStyleOf,Southern Gothic Rock,2025,Southern Gothic Rock,2022
11439,14037,LyricalReferenceTo,Southern Gothic Rock,2025,Southern Gothic Rock,1986
11442,10111,InStyleOf,Dream Pop,2026,Darkwave,2019
11442,7278,InStyleOf,Dream Pop,2026,Synthwave,2022
11442,3479,LyricalReferenceTo,Dream Pop,2026,Space Rock,2019
11442,9884,InterpolatesFrom,Dream Pop,2026,Psychedelic Rock,2009
11446,12010,InterpolatesFrom,,,Alternative Rock,2003
11447,7244,CoverOf,Indie Folk,2022,Synthwave,2013
11449,11240,InterpolatesFrom,,,Emo/Pop Punk,2004
11449,4749,InterpolatesFrom,,,,
11449,5109,InterpolatesFrom,,,Emo/Pop Punk,2004
11449,6245,CoverOf,,,Emo/Pop Punk,1989
11449,7194,InterpolatesFrom,,,Emo/Pop Punk,2002
11449,14671,InStyleOf,,,Emo/Pop Punk,2002
11449,5704,InStyleOf,,,Emo/Pop Punk,1995
11449,7311,InterpolatesFrom,,,Blues Rock,2010
11449,5232,LyricalReferenceTo,,,Emo/Pop Punk,2009
11449,13557,LyricalReferenceTo,,,Emo/Pop Punk,2009
11450,5238,LyricalReferenceTo,Jazz Surf Rock,2019,Jazz Surf Rock,2016
11453,16275,CoverOf,Dream Pop,2023,,
11453,1943,DirectlySamples,Dream Pop,2023,,
11453,14510,CoverOf,Dream Pop,2023,,
11453,14799,DirectlySamples,Dream Pop,2023,Dream Pop,2011
11453,8055,LyricalReferenceTo,Dream Pop,2023,Alternative Rock,2004
11453,632,InStyleOf,Dream Pop,2023,Alternative Rock,2012
11453,14907,CoverOf,Dream Pop,2023,Dream Pop,2020
11453,16297,LyricalReferenceTo,Dream Pop,2023,Emo/Pop Punk,2024
11457,9385,LyricalReferenceTo,Symphonic Metal,2023,,
11459,10673,LyricalReferenceTo,Post-Apocalyptic Folk,2026,Doom Metal,2013
11459,14322,InStyleOf,Post-Apocalyptic Folk,2026,Post-Apocalyptic Folk,2013
11459,15622,InStyleOf,Post-Apocalyptic Folk,2026,Doom Metal,1997
11459,11175,DirectlySamples,Post-Apocalyptic Folk,2026,,
11463,5802,LyricalReferenceTo,,,Indie Pop,1984
11465,6006,DirectlySamples,Space Rock,2028,Doom Metal,2004
11465,13574,InterpolatesFrom,Space Rock,2028,Synthwave,2008
11465,9483,InterpolatesFrom,Space Rock,2028,,
11467,2848,InterpolatesFrom,Lo-Fi Electronica,2013,Lo-Fi Electronica,2010
11467,2167,LyricalReferenceTo,Lo-Fi Electronica,2013,Lo-Fi Electronica,2007
11467,827,InStyleOf,Lo-Fi Electronica,2013,Lo-Fi Electronica,2006
11467,14768,InStyleOf,Lo-Fi Electronica,2013,Lo-Fi Electronica,2005
11467,4781,InStyleOf,Lo-Fi Electronica,2013,Lo-Fi Electronica,2003
11477,11327,LyricalReferenceTo,Lo-Fi Electronica,2021,Lo-Fi Electronica,1998
11477,9122,InStyleOf,Lo-Fi Electronica,2021,,
11477,15609,CoverOf,Lo-Fi Electronica,2021,Southern Gothic Rock,2008
11477,827,LyricalReferenceTo,Lo-Fi Electronica,2021,Lo-Fi Electronica,2006
11477,5994,LyricalReferenceTo,Lo-Fi Electronica,2021,Southern Gothic Rock,2011
11477,5214,LyricalReferenceTo,Lo-Fi Electronica,2021,Lo-Fi Electronica,2012
11477,4781,DirectlySamples,Lo-Fi Electronica,2021,Lo-Fi Electronica,2003
11477,8680,InterpolatesFrom,Lo-Fi Electronica,2021,,
11477,13891,CoverOf,Lo-Fi Electronica,2021,Lo-Fi Electronica,1998
11477,15024,InStyleOf,Lo-Fi Electronica,2021,Lo-Fi Electronica,2013
11479,10281,InStyleOf,,,Synthwave,2016
11495,9716,LyricalReferenceTo,Americana,2015,Americana,1991
11499,14291,LyricalReferenceTo,Dream Pop,2029,Americana,2013
11499,7278,CoverOf,Dream Pop,2029,Synthwave,2022
11499,12148,InStyleOf,Dream Pop,2029,Dream Pop,2022
11502,15622,InterpolatesFrom,Americana,2026,Doom Metal,1997
11509,14322,InStyleOf,Post-Apocalyptic Folk,2029,Post-Apocalyptic Folk,2013
11509,8516,CoverOf,Post-Apocalyptic Folk,2029,Psychedelic Rock,2017
11514,12793,InterpolatesFrom,Emo/Pop Punk,2007,Avant-Garde Folk,2004
11514,4357,InterpolatesFrom,Emo/Pop Punk,2007,,
11514,7005,DirectlySamples,Emo/Pop Punk,2007,Emo/Pop Punk,2003
11514,11404,InterpolatesFrom,Emo/Pop Punk,2007,Emo/Pop Punk,2000
11514,5611,DirectlySamples,Emo/Pop Punk,2007,Emo/Pop Punk,2002
11515,4046,LyricalReferenceTo,Oceanus Folk,2025,,
11515,12270,CoverOf,Oceanus Folk,2025,Oceanus Folk,2013
11520,1955,InStyleOf,Emo/Pop Punk,2007,Emo/Pop Punk,1985
11520,5051,LyricalReferenceTo,Emo/Pop Punk,2007,Emo/Pop Punk,1997
11520,10294,LyricalReferenceTo,Emo/Pop Punk,2007,,
11520,6315,LyricalReferenceTo,Emo/Pop Punk,2007,Emo/Pop Punk,1987
11525,12072,InterpolatesFrom,Psychedelic Rock,2020,Psychedelic Rock,2017
11526,7077,InStyleOf,Psychedelic Rock,2019,Psychedelic Rock,2017
11527,1857,InterpolatesFrom,Indie Rock,2009,Indie Rock,2006
11532,5028,LyricalReferenceTo,Alternative Rock,2013,Alternative Rock,2007
11532,9294,InStyleOf,Alternative Rock,2013,Alternative Rock,2009
11532,8821,CoverOf,Alternative Rock,2013,Alternative Rock,2008
11532,14438,LyricalReferenceTo,Alternative Rock,2013,Alternative Rock,2004
11533,9884,InStyleOf,,,Psychedelic Rock,2009
11533,11730,LyricalReferenceTo,,,,
11533,12756,InStyleOf,,,Indie Folk,2010
11538,15622,CoverOf,Dream Pop,2020,Doom Metal,1997
11550,7897,LyricalReferenceTo,,,Post-Apocalyptic Folk,2014
11550,2709,InStyleOf,,,,
11550,9884,LyricalReferenceTo,,,Psychedelic Rock,2009
11562,9040,CoverOf,Southern Gothic Rock,2025,Southern Gothic Rock,2020
11567,3025,DirectlySamples,Oceanus Folk,2023,Oceanus Folk,2017
11567,1841,CoverOf,Oceanus Folk,2023,Indie Folk,2010
11583,10928,InStyleOf,Synthwave,2030,,
11583,5307,InStyleOf,Synthwave,2030,Doom Metal,2013
11586,1949,InStyleOf,,,Symphonic Metal,2010
11586,14086,InterpolatesFrom,,,Doom Metal,2005
11590,6051,InStyleOf,Dream Pop,2026,,
11590,14707,InStyleOf,Dream Pop,2026,Symphonic Metal,2023
11590,6006,InStyleOf,Dream Pop,2026,Doom Metal,2004
11598,2467,InterpolatesFrom,Lo-Fi Electronica,2018,,
11602,8630,InStyleOf,Dream Pop,2021,Indie Folk,2010
11602,9999,InterpolatesFrom,Dream Pop,2021,Indie Folk,2017
11608,16048,LyricalReferenceTo,Americana,2024,Dream Pop,2017
11608,14969,CoverOf,Americana,2024,,
11617,15343,InterpolatesFrom,Speed Metal,2023,Speed Metal,1987
11617,4126,LyricalReferenceTo,Speed Metal,2023,,
11617,4583,CoverOf,Speed Metal,2023,Speed Metal,1983
11623,4046,LyricalReferenceTo,Jazz Surf Rock,2026,,
11629,4992,InStyleOf,,,Indie Pop,1997
11629,4937,InterpolatesFrom,,,,
11637,3310,InterpolatesFrom,Synthwave,2019,Dream Pop,2014
11646,12237,LyricalReferenceTo,Alternative Rock,2030,Indie Rock,2023
11646,12776,InterpolatesFrom,Alternative Rock,2030,Desert Rock,2020
11646,10111,DirectlySamples,Alternative Rock,2030,Darkwave,2019
11655,8952,InterpolatesFrom,Oceanus Folk,2026,Synthwave,2010
11655,9702,InStyleOf,Oceanus Folk,2026,Synthwave,2013
11655,16457,InStyleOf,Oceanus Folk,2026,Oceanus Folk,2021
11655,6080,DirectlySamples,Oceanus Folk,2026,Doom Metal,2013
11659,8516,InStyleOf,Dream Pop,2024,Psychedelic Rock,2017
11672,9884,InterpolatesFrom,Post-Apocalyptic Folk,2020,Psychedelic Rock,2009
11677,827,CoverOf,Lo-Fi Electronica,2009,Lo-Fi Electronica,2006
11677,2167,DirectlySamples,Lo-Fi Electronica,2009,Lo-Fi Electronica,2007
11677,14768,InterpolatesFrom,Lo-Fi Electronica,2009,Lo-Fi Electronica,2005
11678,298,InStyleOf,Indie Folk,2023,Indie Folk,2013
11678,16491,InStyleOf,Indie Folk,2023,,
11679,16524,CoverOf,Oceanus Folk,2026,Oceanus Folk,2013
11679,3991,LyricalReferenceTo,Oceanus Folk,2026,Synthwave,2021
11680,14094,InStyleOf,,,Speed Metal,1998
11680,15702,LyricalReferenceTo,,,Speed Metal,1985
11680,5546,InStyleOf,,,Speed Metal,2000
11680,4861,CoverOf,,,Speed Metal,1996
11680,3163,InStyleOf,,,,
11681,16719,InterpolatesFrom,Psychedelic Rock,2019,,
11696,9618,CoverOf,Synthwave,2017,,
11706,6513,LyricalReferenceTo,Space Rock,2029,Psychedelic Rock,2022
11706,2369,CoverOf,Space Rock,2029,Synthwave,2023
11706,15222,CoverOf,Space Rock,2029,Jazz Surf Rock,2026
11712,7729,InterpolatesFrom,,,Indie Folk,2020
11719,5565,LyricalReferenceTo,Doom Metal,2024,Dream Pop,2024
11726,10673,LyricalReferenceTo,Indie Folk,2017,Doom Metal,2013
11726,7116,InterpolatesFrom,Indie Folk,2017,Doom Metal,2007
11744,14989,LyricalReferenceTo,,,Indie Rock,2007
11744,8190,LyricalReferenceTo,,,,
11746,13681,InterpolatesFrom,Americana,2024,Indie Folk,2010
11749,3025,LyricalReferenceTo,Space Rock,2024,Oceanus Folk,2017
11749,1841,InStyleOf,Space Rock,2024,Indie Folk,2010
11765,9129,DirectlySamples,Dream Pop,2018,Dream Pop,1986
11780,10530,DirectlySamples,Dream Pop,2027,,
11780,2215,CoverOf,Dream Pop,2027,Americana,2023
11780,11678,LyricalReferenceTo,Dream Pop,2027,Indie Folk,2023
11780,16491,LyricalReferenceTo,Dream Pop,2027,,
11780,15855,InterpolatesFrom,Dream Pop,2027,Synthwave,2003
11788,14086,InStyleOf,,,Doom Metal,2005
11797,13324,CoverOf,Oceanus Folk,2020,Oceanus Folk,2004
11801,9657,CoverOf,Synthwave,2029,,
11801,14024,LyricalReferenceTo,Synthwave,2029,Americana,2013
11808,6428,DirectlySamples,Indie Folk,2029,Oceanus Folk,2023
11813,7454,InStyleOf,Alternative Rock,2006,,
11819,4770,LyricalReferenceTo,Dream Pop,2025,Synthwave,2007
11824,9454,InterpolatesFrom,Dream Pop,2020,,
11824,8593,InterpolatesFrom,Dream Pop,2020,Doom Metal,2007
11824,14086,InterpolatesFrom,Dream Pop,2020,Doom Metal,2005
11824,8867,InterpolatesFrom,Dream Pop,2020,Symphonic Metal,2007
11824,11033,DirectlySamples,Dream Pop,2020,Doom Metal,2004
11824,13480,InterpolatesFrom,Dream Pop,2020,Synthwave,2009
11826,11047,InStyleOf,Speed Metal,2025,,
11826,7630,LyricalReferenceTo,Speed Metal,2025,Speed Metal,2010
11826,10434,InterpolatesFrom,Speed Metal,2025,Speed Metal,2007
11826,12692,InStyleOf,Speed Metal,2025,Speed Metal,2016
11839,9337,InStyleOf,Indie Folk,2010,Indie Folk,1997
11839,520,CoverOf,Indie Folk,2010,Synthwave,1991
11847,10342,InStyleOf,Dream Pop,2023,Dream Pop,2017
11847,10747,LyricalReferenceTo,Dream Pop,2023,Dream Pop,2019
11847,10281,InStyleOf,Dream Pop,2023,Synthwave,2016
11847,13302,InterpolatesFrom,Dream Pop,2023,Indie Rock,2020
11847,8245,LyricalReferenceTo,Dream Pop,2023,,
11851,5029,LyricalReferenceTo,Dream Pop,2032,Desert Rock,2026
11851,6624,InterpolatesFrom,Dream Pop,2032,Indie Folk,2013
11851,12852,DirectlySamples,Dream Pop,2032,Indie Folk,2023
11859,13891,DirectlySamples,,,Lo-Fi Electronica,1998
11859,13335,CoverOf,,,Lo-Fi Electronica,2002
11859,2698,CoverOf,,,Lo-Fi Electronica,2009
11861,3546,DirectlySamples,Dream Pop,2026,Dream Pop,2020
11866,16612,CoverOf,Jazz Surf Rock,2015,Jazz Surf Rock,1996
11870,3025,LyricalReferenceTo,Indie Folk,2028,Oceanus Folk,2017
11870,1841,DirectlySamples,Indie Folk,2028,Indie Folk,2010
11878,4411,CoverOf,Alternative Rock,2023,,
11878,3626,InterpolatesFrom,Alternative Rock,2023,Emo/Pop Punk,2021
11878,15104,LyricalReferenceTo,Alternative Rock,2023,Southern Gothic Rock,2016
11878,11984,DirectlySamples,Alternative Rock,2023,Blues Rock,1991
11878,14262,CoverOf,Alternative Rock,2023,Emo/Pop Punk,2020
11878,11142,InStyleOf,Alternative Rock,2023,Indie Pop,1992
11880,11984,DirectlySamples,Southern Gothic Rock,2006,Blues Rock,1991
11885,7026,CoverOf,Americana,2004,Americana,1983
11885,1113,InStyleOf,Americana,2004,,
11888,7107,InterpolatesFrom,,,Dream Pop,2020
11890,5826,InterpolatesFrom,Americana,2023,Desert Rock,2020
11893,8332,InStyleOf,,,,
11896,14851,LyricalReferenceTo,Alternative Rock,2013,Blues Rock,1986
11899,6587,CoverOf,Indie Rock,2020,,
11899,14965,CoverOf,Indie Rock,2020,Doom Metal,2010
11904,15643,InterpolatesFrom,Alternative Rock,2020,Southern Gothic Rock,2016
11905,13421,InterpolatesFrom,Alternative Rock,2004,Dream Pop,1994
11905,10419,CoverOf,Alternative Rock,2004,Dream Pop,1997
11905,15734,InterpolatesFrom,Alternative Rock,2004,Alternative Rock,1997
11911,2360,InterpolatesFrom,Blues Rock,2026,Indie Rock,2017
11914,10835,InterpolatesFrom,Indie Folk,2027,Americana,2030
11914,3956,InterpolatesFrom,Indie Folk,2027,Oceanus Folk,2023
11923,438,InStyleOf,Indie Folk,2023,Dream Pop,2010
11928,14203,CoverOf,Doom Metal,2023,Doom Metal,2013
11936,13955,InterpolatesFrom,Emo/Pop Punk,2029,,
11936,11520,InStyleOf,Emo/Pop Punk,2029,Emo/Pop Punk,2007
11936,6245,LyricalReferenceTo,Emo/Pop Punk,2029,Emo/Pop Punk,1989
11936,8230,CoverOf,Emo/Pop Punk,2029,Emo/Pop Punk,1989
11936,16297,LyricalReferenceTo,Emo/Pop Punk,2029,Emo/Pop Punk,2024
11936,5051,InStyleOf,Emo/Pop Punk,2029,Emo/Pop Punk,1997
11936,1955,LyricalReferenceTo,Emo/Pop Punk,2029,Emo/Pop Punk,1985
11936,6315,DirectlySamples,Emo/Pop Punk,2029,Emo/Pop Punk,1987
